case,world,train_seed,loss_kind,heldout_l1,mc_floor_l1,final_loss,wall_s
C,0,0,tb,0.3535917414415035,0.2053180624819843,0.462562620639801,277.18527698516846
C,0,0,exact_kl,0.07326213638028672,0.2053180624819843,6.565191268920898,98.08736562728882
C,0,1,tb,0.37085085979559934,0.2053180624819843,0.39123642444610596,331.61927580833435
C,0,1,exact_kl,0.10087835976416538,0.2053180624819843,6.576498985290527,90.08484745025635
C,0,2,tb,0.30834207029754196,0.2053180624819843,0.34163087606430054,294.1410791873932
C,0,2,exact_kl,0.07893699072341841,0.2053180624819843,6.387907981872559,92.13201808929443
C,100004,0,tb,0.31342351362524984,0.1908783329533371,0.37633198499679565,319.2157971858978
C,100004,0,exact_kl,0.09277480744133725,0.1908783329533371,6.382659912109375,94.96750831604004
C,100004,1,tb,0.3961365517268311,0.1908783329533371,0.995650589466095,315.3215355873108
C,100004,1,exact_kl,0.10274832882721868,0.1908783329533371,6.402272701263428,115.2779769897461
C,100004,2,tb,0.33433735033197504,0.1908783329533371,1.0423082113265991,342.68114161491394
C,100004,2,exact_kl,0.0814523696436722,0.1908783329533371,6.2268524169921875,66.93215942382812
C,200006,0,tb,0.31556900784192093,0.2045531543825225,0.29170799255371094,353.2440574169159
C,200006,0,exact_kl,0.07223239693522875,0.2045531543825225,6.54886531829834,76.73676800727844
C,200006,1,tb,0.32503613477546145,0.2045531543825225,0.8248063325881958,374.0550675392151
C,200006,1,exact_kl,0.07669224211896057,0.2045531543825225,6.570465087890625,88.11529517173767
C,200006,2,tb,0.2884326495456476,0.2045531543825225,0.9236806631088257,338.4500198364258
C,200006,2,exact_kl,0.07436933984044478,0.2045531543825225,6.3401079177856445,78.69111347198486
C,300009,0,tb,0.3638142483277881,0.1917668155910464,0.9452488422393799,370.52862882614136
C,300009,0,exact_kl,0.09238520722291538,0.1917668155910464,6.419620037078857,104.55265021324158
C,300009,1,tb,0.3702336704976855,0.1917668155910464,0.7105459570884705,350.9324736595154
C,300009,1,exact_kl,0.10553808265990115,0.1917668155910464,6.442902088165283,119.04744172096252
C,300009,2,tb,0.3203189307923594,0.1917668155910464,0.21043555438518524,315.17629313468933
C,300009,2,exact_kl,0.08910808416186318,0.1917668155910464,6.224475383758545,138.80013704299927
